alpha,W1_U_s,W2_U_s,W3_U_s,T1_E2E_s,T2_E2E_s,T3_E2E_s,rho_U,rho_H,rho_U_reference_line
0.5881909547738694,0.27378118530722717,0.35629086205109745,1.099593629647099,0.47668264959472073,0.7427896087660343,1.8550719885707463,0.6947386436088603,0.1802025018388388,3.5427627517702103
0.592713567839196,0.28008634395060433,0.36572009404921413,1.157168070006135,0.48459500744447254,0.7554332391769002,1.919075225755281,0.7024531997994585,0.1802025018388388,3.570003131749648
0.5972361809045227,0.2866119174615839,0.37553004863832934,1.219711890193219,0.49276387446714764,0.7685297807894065,1.988192219989147,0.710341008655597,0.1802025018388388,3.597243511729086
0.6017587939698492,0.29336830382407814,0.3857415791153198,1.2878498865463721,0.5012008783580068,0.7821025463231268,2.06305268645576,0.7184079727917487,0.1802025018388388,3.6244838917085227
0.6062814070351759,0.30036652168672506,0.3963769917873444,1.3623133704673853,0.5099183239794087,0.7961764145126614,2.1443930814117933,0.7266602660337727,0.1802025018388388,3.6517242716879608
0.6108040201005025,0.30761825537221,0.40746016964676685,1.4439636509301348,0.5189292416530322,0.8107779603483609,2.233080097827097,0.7351043491768376,0.1802025018388388,3.6789646516673984
0.6153266331658291,0.31513590374243244,0.4190167085514346,1.533821993057683,0.5282474395395271,0.8259355982855736,2.330140638019735,0.7437469868549456,0.1802025018388388,3.7062050316468365
0.6198492462311558,0.32293263330182603,0.4310740673821821,1.6331082340272751,0.5378875605071864,0.8416797399328526,2.43680044462239,0.7525952656146211,0.1802025018388388,3.733445411626274
0.6243718592964824,0.3310224359643523,0.4436617338479932,1.7432911192542027,0.5478651439363046,0.8580429679318474,2.554534452915685,0.7616566132942622,0.1802025018388388,3.7606857916057117
0.6288944723618091,0.3394201919583615,0.4568114078381196,1.8661547257080402,0.5581966929566194,0.8750602279745852,2.685133231474745,0.7709388198205294,0.1802025018388388,3.7879261715851498
0.6334170854271357,0.3481417383984912,0.47055720448487515,2.003887302587361,0.5688997476725045,0.8927690411728514,2.830791841457087,0.7804500595441549,0.1802025018388388,3.8151665515645874
0.6379396984924623,0.3572039441158972,0.4849358794069082,2.1592018750687796,0.5799929649952474,0.9112097393055584,2.9942304603598537,0.7901989152497724,0.1802025018388388,3.8424069315440255
0.642462311557789,0.36662479140846993,0.49998707895795774,2.335502690538038,0.5914962057749507,0.9304257258308688,3.178860849777634,0.8001944039879985,0.1802025018388388,3.869647311523463
0.6469849246231156,0.37642346545247085,0.5157536187191953,2.537119199896083,0.6034306300075316,0.9504637659692665,3.389020359889999,0.8104460048931827,0.1802025018388388,3.8968876915029007
0.6515075376884423,0.3866204522076354,0.5322817939548827,2.7696418464586565,0.6158188009864521,0.9713743096524659,3.6303077433475965,0.8209636891672113,0.1802025018388388,3.9241280714823388
0.6560301507537689,0.3972376457509019,0.54962172631399,3.0404153632076243,0.628684799375867,0.9932118517038697,3.9100764794811576,0.8317579524287232,0.1802025018388388,3.9513684514617764
0.6605527638190954,0.4082984660914132,0.5678277517200394,3.3592830570064542,0.6420543483038006,1.016035334284764,4.238179087629677,0.8428398496483506,0.1802025018388388,3.9786088314412136
